_name_,agent_hostname,cl_name,cl_role,collector_id,env,group_id,hostname,instance,job,mongodb_version,org_id,process_port,process_type,replica_state_name,rs_nm,rs_state,Value
mongodb_info,capmu-mongo-agent01.wellsfargo.net,capmu-cluster,shard,collector-001,prod_ngdc,grp-capmu-001,capmu-mongo01.wellsfargo.net,capmu-mongo01:27017,CAPMU_DEV-mongo-metrics,6.0.5,org-wf-001,27017,mongod,primary,csrs_d0capmu,1,1
mongodb_info,capmu-mongo-agent01.wellsfargo.net,capmu-cluster,shard,collector-001,prod_ngdc,grp-capmu-001,capmu-mongo02.wellsfargo.net,capmu-mongo02:27017,CAPMU_DEV-mongo-metrics,6.0.5,org-wf-001,27017,mongod,secondary,csrs_d0capmu,2,2
mongodb_info,capmu-mongo-agent01.wellsfargo.net,capmu-cluster,shard,collector-001,prod_ngdc,grp-capmu-001,capmu-mongo03.wellsfargo.net,capmu-mongo03:27017,CAPMU_DEV-mongo-metrics,6.0.5,org-wf-001,27017,mongod,secondary,csrs_d0capmu,2,2
mongodb_info,capmu-mongo-agent01.wellsfargo.net,capmu-cluster,configsvr,collector-002,prod_ngdc,grp-capmu-001,capmu-cfg01.wellsfargo.net,capmu-cfg01:27019,CAPMU_DEV-mongo-metrics,6.0.5,org-wf-001,27019,config,primary,csrs_d0capmu,1,1
mongodb_info,az3-mongo-agent01.wellsfargo.net,dumps-cluster,shard,collector-003,prod_ngdc,grp-az3-001,az3-mongo01.wellsfargo.net,az3-mongo01:27017,DUMPS_PROD-mongo-metrics,6.0.5,org-wf-001,27017,mongod,primary,rs_az3dumps,1,1
mongodb_info,az3-mongo-agent01.wellsfargo.net,dumps-cluster,shard,collector-003,prod_ngdc,grp-az3-001,az3-mongo02.wellsfargo.net,az3-mongo02:27017,DUMPS_PROD-mongo-metrics,6.0.5,org-wf-001,27017,mongod,secondary,rs_az3dumps,2,2
mongodb_info,az3-mongo-agent01.wellsfargo.net,dumps-cluster,shard,collector-003,prod_ngdc,grp-az3-001,az3-mongo03.wellsfargo.net,az3-mongo03:27017,DUMPS_PROD-mongo-metrics,6.0.5,org-wf-001,27017,mongod,secondary,rs_az3dumps,2,2
mongodb_info,az3-mongo-agent01.wellsfargo.net,dumps-cluster,mongos,collector-003,prod_ngdc,grp-az3-001,az3-mongos01.wellsfargo.net,az3-mongos01:27020,DUMPS_PROD-mongo-metrics,6.0.5,org-wf-001,27020,mongos,none,rs_az3dumps,6,0
mongodb_info,uat-mongo-agent01.wellsfargo.net,capmu-uat-cluster,shard,collector-004,uat_ngdc,grp-capmu-uat,capmu-uatmongo01.wellsfargo.net,capmu-uatmongo01:27017,CAPMU_UAT-mongo-metrics,6.0.5,org-wf-001,27017,mongod,primary,csrs_uatcapmu,1,1
mongodb_info,uat-mongo-agent01.wellsfargo.net,capmu-uat-cluster,shard,collector-004,uat_ngdc,grp-capmu-uat,capmu-uatmongo02.wellsfargo.net,capmu-uatmongo02:27017,CAPMU_UAT-mongo-metrics,6.0.5,org-wf-001,27017,mongod,secondary,csrs_uatcapmu,2,2
